"Capacity",7,1,80,"C149",2640.7850177704,1000,4200,300,0.5,0.25,0.75,0.1,2640.7850177704,1.74E+06
"Capacity",7,1,90,"C150",3683.6123240201,1000,4200,300,0.5,0.25,0.75,0.1,3683.6123240201,3.39E+06
"Capacity",7,2,40,"C151",3117.8253918745,1000,4200,300,0.5,0.25,0.75,0.1,3117.8253918745,2.43E+06
"Capacity",7,2,50,"C152",1097.1369292248,1000,4200,300,0.2,0.25,0.75,0.1,1097.1369292248,3.01E+05
"Capacity",7,2,60,"C153",1576.2327474347,1000,4200,300,0.25,0.25,0.75,0.1,1576.2327474347,6.21E+05
"Capacity",7,2,70,"C154",1151.59785337,1000,4200,300,0.08,0.25,0.75,0.1,1151.59785337,3.32E+05
"Capacity",7,2,80,"C155",3424.1728007069,1000,4200,300,0.5,0.25,0.75,0.1,3424.1728007069,2.93E+06
"Capacity",7,2,90,"C156",3734.3697677654,1000,4200,300,0.4,0.25,0.75,0.1,3734.3697677654,3.49E+06
"Capacity",7,3,40,"C157",3884.320662275,1000,4200,300,0.3,0.25,0.75,0.1,3884.320662275,3.77E+06
"Capacity",7,3,50,"C158",3632.9769671503,1000,4200,300,0.3,0.25,0.75,0.1,3632.9769671503,3.30E+06
"Capacity",7,3,60,"C159",4200,1000,4200,300,0.5,0.25,0.75,0.1,4200,4.41E+06
"Capacity",7,3,70,"C160",2540.7850177704,1000,4200,300,0.5,0.25,0.75,0.1,2540.7850177704,1.61E+06
"Capacity",7,3,80,"C161",4200,1000,4200,300,0.5,0.25,0.75,0.1,4200,4.41E+06
"Capacity",7,3,90,"C162",2620.7751316977,1000,4200,300,0.4,0.25,0.75,0.1,2620.7751316977,1.72E+06
"Capacity",7,">3",40,"C163",4200,1000,4200,300,0.3,0.25,0.75,0.1,4200,4.41E+06
"Capacity",7,">3",50,"C164",1151.59785337,1000,4200,300,0.08,0.25,0.75,0.1,1151.59785337,3.32E+05
"Capacity",7,">3",60,"C165",4200,1000,4200,300,0.5,0.25,0.75,0.1,4200,4.41E+06
"Capacity",7,">3",70,"C166",3435.169286635,1000,4200,300,0.5,0.25,0.75,0.1,3435.169286635,2.95E+06
"Capacity",7,">3",80,"C167",3884.320662275,1000,4200,300,0.3,0.25,0.75,0.1,3884.320662275,3.77E+06
"Capacity",7,">3",90,"C168",2181.2397934422,1000,4200,300,0.4,0.25,0.75,0.1,2181.2397934422,1.19E+06
